name,id
Bruce Willis,10592
Robert Duvall,8470
Brian Cox,39939
Michael Caine,14778
Bess Flowers,32499
John Wayne,8737
Michael Caine,993
Max von Sydow,614
Malcolm McDowell,115332
Robin Williams,13225
Keenan Wynn,18646
Bess Flowers,18646
John Hurt,31651
Brian Cox,47869
Christopher Walken,10935
John Hurt,10935
Willem Dafoe,10935
Michael Caine,7988
Anthony Quinn,26843
Gérard Depardieu,39543
Vincent Price,39578
Donald Pleasence,39578
John Carradine,39578
Harvey Keitel,3418
Harry Dean Stanton,3418
Max von Sydow,3418
Donald Pleasence,24032
John Leguizamo,425
Robert De Niro,5851
Anthony Quinn,24248
Anthony Quinn,14605
Anthony Quinn,31805
Anthony Quinn,13861
Christopher Lee,41034
Jackie Chan,11563
Robin Williams,9275
Brian Cox,14635
John Carradine,22784
John Goodman,5678
Morgan Freeman,11560
Christopher Plummer,35944
M. Emmet Walsh,11590
Samuel L. Jackson,1537
Robert Duvall,31671
Danny Trejo,11468
James Franco,292917
Robin Williams,10164
Eric Roberts,42048
Liam Neeson,28384
Susan Sarandon,46691
Willem Dafoe,56179
James Franco,13201
Willem Dafoe,557
James Franco,557
Brian Cox,24767
Robert Duvall,32221
Robin Williams,28466
John Goodman,28466
Danny Trejo,20712
Christopher Lloyd,39771
Samuel L. Jackson,1894
Christopher Lee,1894
Christopher Lee,11791
Robin Williams,320
Gérard Depardieu,27834
John Turturro,17734
M. Emmet Walsh,44800
Anthony Quinn,53229
Morgan Freeman,4614
John Wayne,58455
Ward Bond,58455
Brian Cox,2501
Nicolas Cage,12100
Malcolm McDowell,10394
Christopher Lloyd,34130
Keith David,10169
John Wayne,13909
Max von Sydow,180
Christopher Lloyd,17710
John Turturro,2022
Steve Buscemi,2022
Liam Neeson,8665
Michael Caine,818
Christopher Walken,18357
Michael Caine,149445
Bess Flowers,43199
Steve Buscemi,9488
Danny Trejo,9488
Samuel L. Jackson,7451
Danny Trejo,7451
Robin Williams,9357
Michael Caine,46878
Malcolm McDowell,24750
John Carradine,31393
Robert De Niro,13536
James Franco,13536
Keith David,10611
Susan Sarandon,9685
Samuel L. Jackson,18913
Harvey Keitel,41582
John Carradine,50382
John Carradine,26680
Christopher Lloyd,11504
Susan Sarandon,9034
Jackie Chan,10771
Susan Sarandon,31005
Harvey Keitel,9533
Malcolm McDowell,38866
Gérard Depardieu,38866
Christopher Lloyd,33831
Christopher Lee,11868
Max von Sydow,12921
Donald Pleasence,77079
Dennis Hopper,12719
Dennis Hopper,7501
Samuel L. Jackson,1613
Brian Cox,565
Willem Dafoe,14112
Steve Buscemi,15192
Harvey Keitel,15192
Bruce Willis,12647
Steve Buscemi,12647
Keenan Wynn,19403
Christopher Lee,40064
Donald Pleasence,31278
Christopher Plummer,21294
Gérard Depardieu,19123
Donald Sutherland,10863
Christopher Plummer,31679
Morgan Freeman,31679
Gérard Depardieu,12579
Michael Caine,42149
Christopher Lloyd,38665
Christopher Walken,17450
Malcolm McDowell,8427
Steve Buscemi,52735
Christopher Plummer,16351
John Wayne,11617
Harvey Keitel,24909
Harvey Keitel,63435
Stellan Skarsgård,80849
Bess Flowers,1377
Gérard Depardieu,48524
Robert Duvall,45226
Eric Roberts,96966
Samuel L. Jackson,25566
Robert De Niro,32077
Robert Duvall,32077
Michael Caine,8198
Michael Caine,14433
Robert De Niro,9932
John Leguizamo,13369
Nicolas Cage,2757
Brian Cox,2757
Michael Caine,17360
Max von Sydow,17360
Donald Pleasence,40952
Keenan Wynn,45840
Harvey Keitel,22023
Malcolm McDowell,26639
M. Emmet Walsh,25297
Gérard Depardieu,4202
Michael Caine,17590
Whoopi Goldberg,201
Max von Sydow,10856
Christopher Lee,121
Brian Cox,1429
Liam Neeson,3131
Willem Dafoe,2149
Harvey Keitel,19067
John Wayne,25848
Alec Baldwin,14931
Michael Caine,25720
Christopher Walken,640
Christopher Plummer,29339
James Franco,28028
Harry Dean Stanton,28028
Nicolas Cage,28028
Vincent Price,41084
Danny Trejo,18773
Robert De Niro,262
Steve Buscemi,14390
Christopher Walken,10628
Eric Roberts,11078
Donald Sutherland,77633
Dennis Hopper,11222
James Earl Jones,55909
Bess Flowers,20663
Liam Neeson,61807
Christopher Plummer,34374
Donald Sutherland,34374
Stellan Skarsgård,24129
Dennis Hopper,70011
Christopher Lee,10150
Keenan Wynn,10150
Jackie Chan,16407
Harvey Keitel,42131
Harry Dean Stanton,41291
John Hurt,72340
Susan Sarandon,48249
Jackie Chan,6038
John Goodman,14873
Christopher Lloyd,12139
Liam Neeson,33851
Bess Flowers,22233
Robert Duvall,16072
Christopher Walken,14293
James Earl Jones,11244
Harry Dean Stanton,77233
Robin Williams,140071
Bruce Willis,9567
John Leguizamo,12079
Eric Roberts,12079
Harry Dean Stanton,27236
Robert De Niro,42459
John Goodman,44968
Irving Bacon,17729
Gérard Depardieu,12157
Morgan Freeman,6171
Bess Flowers,14675
Bess Flowers,29912
Stellan Skarsgård,28881
Samuel L. Jackson,10782
Keith David,9776
Robert Duvall,16425
John Wayne,40718
Donald Sutherland,203252
Morgan Freeman,21052
John Turturro,9506
M. Emmet Walsh,29355
Alec Baldwin,31633
Gérard Depardieu,20978
John Goodman,47329
Gérard Depardieu,31932
Stellan Skarsgård,31932
Brian Cox,36658
John Hurt,15394
Charles Lane,42792
Bess Flowers,42792
Dennis Hopper,22201
Keenan Wynn,34857
Morgan Freeman,310
Willem Dafoe,12
Donald Sutherland,9654
Keenan Wynn,32140
John Wayne,21717
John Wayne,26593
Harvey Keitel,29514
John Wayne,40683
Ward Bond,40683
Bess Flowers,40683
Robert De Niro,8092
John Turturro,290
John Goodman,290
Steve Buscemi,290
Michael Caine,11463
Christopher Plummer,11463
John Wayne,42640
Ward Bond,42640
John Wayne,30462
John Wayne,6523
John Wayne,18972
Steve Buscemi,53380
John Wayne,30708
John Wayne,38765
Michael Caine,36372
John Turturro,30529
Vincent Price,43516
Christopher Plummer,48864
Keith David,11375
Bruce Willis,20694
Christopher Lee,35669
Bruce Willis,9471
Steve Buscemi,44562
Ward Bond,18569
Irving Bacon,18569
Ward Bond,52758
John Goodman,61225
Danny Glover,18886
Willem Dafoe,18886
Donald Sutherland,19753
Donald Pleasence,70912
M. Emmet Walsh,6949
John Goodman,24356
Danny Trejo,12279
Steve Buscemi,12279
Christopher Lee,5185
Christopher Walken,8046
Samuel L. Jackson,9257
Robert Duvall,2055
Keith David,10923
Christopher Lloyd,17745
M. Emmet Walsh,17745
Christopher Lloyd,114776
Vincent Price,18573
Brian Cox,48791
Nicolas Cage,19053
Robert Duvall,636
Donald Pleasence,636
Robert Duvall,14881
Bess Flowers,35073
Donald Pleasence,33521
Robert Duvall,20815
John Hurt,48464
Jackie Chan,10610
Harvey Keitel,31094
Stellan Skarsgård,31094
Nicolas Cage,7270
Danny Trejo,1428
Willem Dafoe,1428
Jackie Chan,10618
Donald Pleasence,36759
Harry Dean Stanton,16323
John Carradine,43041
Christopher Plummer,12767
Michael Caine,13156
Robert Duvall,13156
Christopher Walken,10159
Bess Flowers,821
Keenan Wynn,36349
Harvey Keitel,10337
Eric Roberts,42570
Donald Pleasence,29161
Charles Lane,13343
Danny Glover,41780
Liam Neeson,26850
Bess Flowers,19171
John Leguizamo,11364
M. Emmet Walsh,55950
Bess Flowers,43739
Keith David,25269
Dennis Hopper,86763
M. Emmet Walsh,86763
Liam Neeson,12772
Donald Sutherland,17744
Anthony Quinn,21219
Michael Caine,10536
John Turturro,96171
Christopher Lloyd,20312
Morgan Freeman,64945
Liam Neeson,508
Frank Welker,10715
Alec Baldwin,10588
Liam Neeson,9556
Max von Sydow,9065
Eric Roberts,4823
Keith David,4823
Donald Sutherland,11583
Nicolas Cage,6472
Michael Caine,5143
Max von Sydow,5143
John Turturro,5143
Bruce Willis,9292
Donald Sutherland,11850
John Goodman,10804
John Hurt,10804
Bruce Willis,9319
Susan Sarandon,2007
Michael Caine,2612
Anthony Quinn,2611
Danny Glover,19065
Danny Glover,11509
Anthony Quinn,14249
John Leguizamo,14249
Willem Dafoe,14746
Willem Dafoe,9846
John Turturro,9846
Nicolas Cage,23719
Nicolas Cage,483
Willem Dafoe,483
Harry Dean Stanton,483
Susan Sarandon,6069
John Carradine,43875
John Wayne,3089
John Wayne,995
John Carradine,995
John Carradine,11839
Robert Duvall,916
Charles Lane,3062
John Goodman,42045
Susan Sarandon,987
Christopher Plummer,10023
Christopher Lee,11519
Robert Duvall,72087
Brian Cox,72087
Jackie Chan,18857
Alec Baldwin,10744
Steve Buscemi,587
Michael Caine,41488
Christopher Lee,122
Donald Sutherland,2289
Malcolm McDowell,52036
James Franco,52036
Alec Baldwin,5966
Dennis Hopper,17258
Harvey Keitel,17258
Gérard Depardieu,6277
Harvey Keitel,6277
Bess Flowers,43049
Ward Bond,3088
Anthony Quinn,980
Bess Flowers,16933
Samuel L. Jackson,2017
Stellan Skarsgård,2017
Anthony Quinn,405
Robert De Niro,37774
Donald Pleasence,37774
John Carradine,37774
Morgan Freeman,12634
Harry Dean Stanton,12634
John Leguizamo,74395
James Earl Jones,29493
Michael Caine,7008
John Carradine,29852
Dennis Hopper,19345
Nicolas Cage,6470
Samuel L. Jackson,13572
Willem Dafoe,25935
Brian Cox,25935
Max von Sydow,42602
Robert Duvall,31602
Keith David,17047
John Turturro,1586
Robert De Niro,10433
John Hurt,58995
Christopher Lloyd,40752
Stellan Skarsgård,553
John Hurt,553
John Hurt,1487
Steve Buscemi,13700
Bruce Willis,2122
Vincent Price,6844
John Carradine,6844
Harvey Keitel,26176
John Turturro,111883
Anthony Quinn,47201
John Hurt,12239
Dennis Hopper,12239
Samuel L. Jackson,393
Christopher Walken,9509
John Goodman,19016
Christopher Walken,10710
Robert De Niro,11058
Brian Cox,652
Steve Buscemi,883
Eric Roberts,68440
Jackie Chan,9461
Donald Pleasence,667
Christopher Lloyd,26976
Max von Sydow,36670
Bess Flowers,31993
Keenan Wynn,28290
Susan Sarandon,41003
John Wayne,17538
Michael Caine,26670
Eric Roberts,44047
Vincent Price,31965
Bruce Willis,9356
Vincent Price,29486
Christopher Lee,12310
Michael Caine,9624
John Goodman,25389
Robert De Niro,94771
Gérard Depardieu,94771
Christopher Lee,26612
Anthony Quinn,10604
Bess Flowers,44098
Harry Dean Stanton,77780
Christopher Plummer,33157
John Goodman,24798
Max von Sydow,11656
Willem Dafoe,45926
Bess Flowers,40092
Irving Bacon,14594
Keenan Wynn,14595
Bess Flowers,14595
Keenan Wynn,86600
Susan Sarandon,192936
Dennis Hopper,9698
Harry Dean Stanton,11577
Vincent Price,21159
Vincent Price,30137
James Earl Jones,5521
Christopher Lee,27636
Dennis Hopper,25598
Keenan Wynn,38701
Max von Sydow,26372
Max von Sydow,29455
Max von Sydow,11602
Max von Sydow,29453
Harry Dean Stanton,42179
Robert De Niro,31581
Dennis Hopper,22694
Michael Caine,5902
Dennis Hopper,10690
Harry Dean Stanton,27658
Morgan Freeman,13823
John Hurt,26234
John Turturro,32450
Harvey Keitel,203
Robert De Niro,203
Irving Bacon,29740
Bess Flowers,33632
John Hurt,3072
Eric Roberts,87677
James Earl Jones,108059
Anthony Quinn,29592
Michael Caine,38291
Keenan Wynn,42791
John Carradine,73194
Ward Bond,73194
Bess Flowers,20643
Vincent Price,36786
Donald Sutherland,27459
Harvey Keitel,10498
Christopher Lee,4879
John Wayne,15573
Danny Glover,10734
Keith David,2789
Christopher Walken,9890
Morgan Freeman,26254
Christopher Lee,11546
Harry Dean Stanton,71125
John Carradine,27118
Max von Sydow,18333
Frank Welker,21793
John Wayne,18712
Gérard Depardieu,10484
Morgan Freeman,113290
Irving Bacon,36488
Bess Flowers,19414
Willem Dafoe,9791
Danny Trejo,9791
Susan Sarandon,26973
Bess Flowers,17820
John Turturro,31146
John Turturro,37696
John Wayne,17761
Charles Lane,20277
Jackie Chan,10204
Malcolm McDowell,3515
John Wayne,19096
Anthony Quinn,19096
Steve Buscemi,72096
John Wayne,47555
Frank Welker,24236
Christopher Plummer,44691
Keenan Wynn,54028
Vincent Price,17645
Samuel L. Jackson,16136
Gérard Depardieu,36561
Bess Flowers,43466
Ward Bond,76076
John Carradine,26596
Ward Bond,26596
Dennis Hopper,26596
Robert De Niro,1777
Christopher Lee,26811
Donald Sutherland,26811
John Turturro,54022
Christopher Walken,54022
Dennis Hopper,54022
James Franco,558
Willem Dafoe,558
Willem Dafoe,10742
Stellan Skarsgård,9477
Danny Trejo,8699
Nicolas Cage,36630
Steve Buscemi,36630
John Wayne,11897
Harry Dean Stanton,11897
Ward Bond,43443
Brian Cox,2502
Malcolm McDowell,26300
Michael Caine,42525
Michael Caine,20876
Samuel L. Jackson,20876
Irving Bacon,27437
Bess Flowers,27437
Christopher Walken,41925
Robert Duvall,69903
James Earl Jones,69903
Frank Welker,19051
Anthony Quinn,43885
John Wayne,43785
Irving Bacon,43785
Donald Sutherland,5122
Christopher Lee,42469
Christopher Lee,10910
Dennis Hopper,39269
Liam Neeson,69035
Bess Flowers,19974
Bess Flowers,34327
Gérard Depardieu,14652
Steve Buscemi,52936
Stellan Skarsgård,11026
John Carradine,45598
Vincent Price,45598
Harvey Keitel,16153
Harvey Keitel,42694
Whoopi Goldberg,31117
Alec Baldwin,26486
Anthony Quinn,84655
John Carradine,43839
Christopher Walken,18196
John Carradine,18196
John Leguizamo,88174
Keenan Wynn,12707
Bess Flowers,43117
John Carradine,27498
Gérard Depardieu,1492
Robert De Niro,10555
Christopher Walken,15503
Michael Caine,15503
Susan Sarandon,4380
Christopher Lee,23739
Robin Williams,11099
Susan Sarandon,8849
Danny Glover,176
Samuel L. Jackson,9806
Liam Neeson,11184
Nicolas Cage,2059
Harvey Keitel,2059
Christopher Plummer,2059
Alec Baldwin,11836
Christopher Plummer,1966
M. Emmet Walsh,13673
Bruce Willis,163
Keenan Wynn,24062
John Carradine,24062
Christopher Lee,42668
John Carradine,151848
Vincent Price,28421
Keenan Wynn,42401
Irving Bacon,42401
Charles Lane,31511
Irving Bacon,43130
Ward Bond,43130
Ward Bond,50073
John Carradine,24106
John Wayne,49640
Ward Bond,14615
Irving Bacon,24807
Bess Flowers,24807
Charles Lane,24807
Bess Flowers,38721
John Carradine,16515
Ward Bond,27973
Bess Flowers,37650
Charles Lane,37650
Irving Bacon,23101
Ward Bond,23101
Bess Flowers,23101
Bess Flowers,37698
Bess Flowers,55604
Irving Bacon,43811
Charles Lane,43811
Charles Lane,29884
Irving Bacon,33112
Bess Flowers,33112
Irving Bacon,28789
Bess Flowers,43799
Ward Bond,43522
Irving Bacon,23051
Ward Bond,43306
Irving Bacon,43306
Bess Flowers,18727
Bess Flowers,33049
Bess Flowers,43307
Bess Flowers,17136
John Wayne,18771
Ward Bond,18771
Bess Flowers,44041
Bess Flowers,26701
John Wayne,29244
Ward Bond,29244
Keenan Wynn,83838
John Wayne,37347
Ward Bond,37347
Vincent Price,41609
Keenan Wynn,41609
Keenan Wynn,25209
Keenan Wynn,24518
Irving Bacon,3111
Michael Caine,44559
Christopher Lee,30637
John Carradine,56156
Charles Lane,43137
Bess Flowers,43137
John Carradine,58997
Christopher Lee,64568
Charles Lane,13671
John Wayne,15263
Bess Flowers,4025
Anthony Quinn,166607
Anthony Quinn,151138
Christopher Lee,17102
Donald Pleasence,23194
John Wayne,37921
Harry Dean Stanton,60555
Keenan Wynn,26039
John Wayne,27277
Keenan Wynn,27277
Christopher Lee,29778
Dennis Hopper,18193
M. Emmet Walsh,5638
Christopher Lee,24152
Christopher Lee,29748
Robert De Niro,42589
Donald Sutherland,16328
Robert Duvall,42500
Brian Cox,38646
Christopher Lee,34479
Max von Sydow,40732
John Carradine,122677
Vincent Price,18250
Christopher Lee,33020
M. Emmet Walsh,89417
Vincent Price,28498
Harry Dean Stanton,1835
Susan Sarandon,19740
Jackie Chan,38099
Robert De Niro,3870
Gérard Depardieu,3870
Donald Sutherland,3870
Gérard Depardieu,46978
Anthony Quinn,26842
Harry Dean Stanton,42252
Robert De Niro,12637
Max von Sydow,72412
Keenan Wynn,98851
Jackie Chan,11537
Gérard Depardieu,38438
Donald Pleasence,86295
Malcolm McDowell,6341
Dennis Hopper,232
Nicolas Cage,232
Eric Roberts,30707
Charles Lane,47892
Christopher Lloyd,22998
John Hurt,19621
John Carradine,10179
Max von Sydow,10179
Nicolas Cage,47359
Donald Sutherland,40929
Jackie Chan,9056
Stellan Skarsgård,62429
Robin Williams,30653
M. Emmet Walsh,30653
Robin Williams,26555
Eric Roberts,65326
Jackie Chan,21733
Donald Pleasence,8852
Morgan Freeman,60631
Vincent Price,49815
Malcolm McDowell,2927
Willem Dafoe,9768
M. Emmet Walsh,31597
John Turturro,1662
Nicolas Cage,71642
Robert De Niro,22423
Robert Duvall,4539
Dennis Hopper,4539
Max von Sydow,31696
Willem Dafoe,36351
Susan Sarandon,36351
John Leguizamo,14362
Gérard Depardieu,41804
Malcolm McDowell,147164
Jackie Chan,11198
Samuel L. Jackson,45145
Robert De Niro,36288
Liam Neeson,31962
Steve Buscemi,41578
Gérard Depardieu,10486
Gérard Depardieu,19223
Brian Cox,16992
Keith David,134458
Christopher Lloyd,26215
James Earl Jones,9732
Danny Trejo,10213
Danny Trejo,12095
Jackie Chan,8697
Stellan Skarsgård,22140
James Earl Jones,7096
Alec Baldwin,67899
Eric Roberts,23356
Gérard Depardieu,9597
Christopher Walken,9011
Michael Caine,28943
Frank Welker,16234
Gérard Depardieu,2899
Donald Sutherland,31010
Steve Buscemi,19448
Jackie Chan,11847
Anthony Quinn,13437
Malcolm McDowell,48843
John Goodman,22242
John Hurt,50467
John Turturro,37266
Christopher Walken,10918
Whoopi Goldberg,11430
Christopher Lee,60672
Harry Dean Stanton,16765
Harvey Keitel,189332
Samuel L. Jackson,16635
Jackie Chan,17457
Donald Sutherland,36763
Dennis Hopper,32276
Malcolm McDowell,24747
Christopher Plummer,30973
John Turturro,20912
Susan Sarandon,41171
Robin Williams,41171
Morgan Freeman,70
Christopher Lee,118
Michael Caine,62143
Willem Dafoe,421
Alec Baldwin,2567
Willem Dafoe,2567
John Goodman,6478
Malcolm McDowell,1901
Robert De Niro,693
John Carradine,15401
Anthony Quinn,14677
Michael Caine,66600
Robert Duvall,26426
Harry Dean Stanton,39472
M. Emmet Walsh,59143
Bess Flowers,74122
Ward Bond,16442
Gérard Depardieu,7229
M. Emmet Walsh,6439
Whoopi Goldberg,6439
Samuel L. Jackson,7214
Ward Bond,43504
Danny Glover,24749
Frank Welker,27549
Ward Bond,989
Bess Flowers,43779
John Leguizamo,8978
Robert De Niro,11096
James Earl Jones,17978
Bess Flowers,43801
Christopher Lloyd,30923
Whoopi Goldberg,30923
John Goodman,27007
James Earl Jones,61144
John Wayne,63617
Jackie Chan,10951
Dennis Hopper,12228
Whoopi Goldberg,27202
Robert Duvall,29578
Christopher Lee,2926
Malcolm McDowell,54302
John Carradine,26243
Harvey Keitel,4551
Bruce Willis,2026
Robin Williams,9928
James Earl Jones,9928
Danny Glover,76264
Malcolm McDowell,76264
Christopher Lloyd,37598
Bess Flowers,88930
Charles Lane,31835
John Leguizamo,20511
John Wayne,22377
Ward Bond,84298
Charles Lane,26038
Keenan Wynn,42622
M. Emmet Walsh,39327
Donald Pleasence,53939
Christopher Plummer,19665
Robert De Niro,73604
Jackie Chan,44154
Bruce Willis,187
Christopher Plummer,49565
Max von Sydow,74948
Max von Sydow,14689
Keenan Wynn,69321
Vincent Price,32085
Bess Flowers,30204
Charles Lane,26182
Willem Dafoe,9636
Vincent Price,84084
Jackie Chan,35170
Vincent Price,22033
Robin Williams,24363
Samuel L. Jackson,11679
Willem Dafoe,11679
Liam Neeson,1495
Keith David,1640
Whoopi Goldberg,67445
Vincent Price,16902
Willem Dafoe,48130
Vincent Price,18050
Morgan Freeman,10027
Christopher Lloyd,10837
Samuel L. Jackson,1895
Christopher Lee,1895
James Earl Jones,1895
Robert Duvall,9981
Charles Lane,28423
Stellan Skarsgård,12700
Eric Roberts,34309
Keith David,787
John Leguizamo,21295
Charles Lane,3011
Michael Caine,272
Liam Neeson,272
Morgan Freeman,272
Robert De Niro,45881
Harvey Keitel,45881
John Leguizamo,11683
Dennis Hopper,11683
Michael Caine,9722
Max von Sydow,42488
John Carradine,120747
Steve Buscemi,50536
Christopher Lloyd,50536
Irving Bacon,22553
Robert Duvall,26762
Irving Bacon,43809
Bess Flowers,43809
Morgan Freeman,74
Michael Caine,28270
Michael Caine,4889
Donald Sutherland,4889
Morgan Freeman,1667
Christopher Walken,9522
Bess Flowers,26654
Keenan Wynn,84079
Steve Buscemi,1635
Danny Trejo,1696
Christopher Plummer,11648
Whoopi Goldberg,15258
Robin Williams,15258
Jackie Chan,25074
John Wayne,27449
John Hurt,9913
James Franco,13922
Eric Roberts,25975
Samuel L. Jackson,25975
Christopher Lee,68850
Charles Lane,85420
Brian Cox,11460
Gérard Depardieu,9564
John Hurt,14175
Irving Bacon,59882
Keith David,9335
Nicolas Cage,1830
Bess Flowers,78734
Jackie Chan,10753
Jackie Chan,11636
Charles Lane,43529
Donald Pleasence,1676
Jackie Chan,26259
Christopher Walken,9923
Morgan Freeman,1947
Samuel L. Jackson,9074
Christopher Lee,3933
Christopher Walken,30941
Stellan Skarsgård,5471
James Earl Jones,20674
Charles Lane,43110
Susan Sarandon,9621
Alec Baldwin,9621
John Hurt,16608
Robin Williams,191599
Nicolas Cage,6963
Michael Caine,6963
Max von Sydow,226594
Danny Glover,1951
Willem Dafoe,1951
John Hurt,1951
Susan Sarandon,13994
Steve Buscemi,13994
Christopher Walken,13994
John Turturro,13994
Christopher Lee,5620
Christopher Lee,39261
Christopher Lee,54801
Christopher Lee,28667
Christopher Plummer,231
Max von Sydow,41764
Donald Sutherland,4348
Morgan Freeman,10064
Liam Neeson,1420
John Wayne,6529
Ward Bond,6529
Brian Cox,116
Liam Neeson,411
Willem Dafoe,36826
Bess Flowers,35896
Anthony Quinn,17382
Irving Bacon,17382
Alec Baldwin,7552
Brian Cox,9927
Christopher Plummer,11400
Max von Sydow,46041
James Franco,9044
Gérard Depardieu,17379
Donald Pleasence,4772
Donald Sutherland,12701
Jackie Chan,21519
Christopher Plummer,49683
James Franco,13275
Charles Lane,27629
Irving Bacon,27629
Bess Flowers,27629
Donald Sutherland,30712
Frank Welker,9975
Samuel L. Jackson,9959
Whoopi Goldberg,24432
Bruce Willis,2207
John Leguizamo,950
Donald Pleasence,10912
Robin Williams,9968
Donald Sutherland,1967
John Hurt,752
Robert Duvall,9388
Christopher Plummer,388
Willem Dafoe,388
Danny Glover,10067
Bruce Willis,186
Morgan Freeman,186
Keith David,13960
James Earl Jones,39045
Willem Dafoe,9310
Susan Sarandon,18858
Robin Williams,9530
Donald Pleasence,14384
Donald Sutherland,10008
Bruce Willis,7518
John Goodman,920
John Wayne,15264
Ward Bond,15264
Steve Buscemi,32446
Donald Sutherland,15366
John Goodman,53905
Christopher Plummer,2044
Christopher Walken,9339
James Earl Jones,9339
Stellan Skarsgård,58
Susan Sarandon,71769
Charles Lane,43147
Bess Flowers,151590
Vincent Price,25509
Keenan Wynn,31998
Christopher Plummer,4375
Dennis Hopper,60269
Keith David,14474
Max von Sydow,45817
Ward Bond,43838
Robert Duvall,42636
Steve Buscemi,9297
Gérard Depardieu,5070
Samuel L. Jackson,326
Robin Williams,1593
Nicolas Cage,1852
John Leguizamo,14963
Ward Bond,31152
Nicolas Cage,9906
Frank Welker,9906
John Carradine,77250
Robin Williams,9782
Danny Glover,9907
Bess Flowers,42756
Bess Flowers,86604
Donald Sutherland,15414
Jackie Chan,10348
Ward Bond,26718
Charles Lane,33792
Gérard Depardieu,7291
Donald Sutherland,9988
Nicolas Cage,9708
James Franco,9708
John Carradine,50070
John Carradine,43829
Danny Trejo,13075
Anthony Quinn,43837
Ward Bond,43837
Anthony Quinn,31148
Ward Bond,31148
Charles Lane,31148
John Wayne,52859
Ward Bond,52859
Whoopi Goldberg,15213
Robin Williams,15213
James Franco,9664
John Wayne,24751
Alec Baldwin,1422
Brian Cox,7510
Alec Baldwin,7510
Robin Williams,9895
Christopher Walken,9895
Donald Sutherland,42236
Irving Bacon,52360
Irving Bacon,77198
Ward Bond,77198
Charles Lane,77198
Michael Caine,9693
Michael Caine,1124
John Hurt,1427
Samuel L. Jackson,12486
Whoopi Goldberg,12486
John Hurt,8588
Robin Williams,9836
Morgan Freeman,2357
James Franco,1581
Charles Lane,21600
Bruce Willis,8324
Bess Flowers,39219
Christopher Lee,17604
Steve Buscemi,9986
Jackie Chan,11653
John Hurt,30060
Alec Baldwin,1247
Robert De Niro,1247
John Turturro,1247
Danny Glover,1125
Harry Dean Stanton,1730
Danny Trejo,10908
Eric Roberts,9053
Samuel L. Jackson,14171
Robert De Niro,9992
Gérard Depardieu,31325
Bruce Willis,7457
Harry Dean Stanton,7457
James Franco,13551
Dennis Hopper,19166
Bess Flowers,43470
Harry Dean Stanton,12183
Harvey Keitel,12547
John Carradine,56165
Steve Buscemi,2266
Willem Dafoe,2266
Bruce Willis,5172
John Carradine,40973
Eric Roberts,17266
Christopher Lee,17266
Nicolas Cage,1250
Samuel L. Jackson,7874
Donald Sutherland,17919
Anthony Quinn,94393
Donald Sutherland,12554
Max von Sydow,12554
Nicolas Cage,1738
Gérard Depardieu,38021
Harvey Keitel,31659
John Leguizamo,31015
Brian Cox,1949
Frank Welker,8965
Steve Buscemi,14434
Donald Sutherland,2355
Danny Glover,7485
Vincent Price,33673
Bess Flowers,38432
Liam Neeson,13249
Irving Bacon,175027
Harvey Keitel,22549
Stellan Skarsgård,11515
Bruce Willis,7183
John Carradine,118536
Harry Dean Stanton,23397
M. Emmet Walsh,23397
Gérard Depardieu,1407
Morgan Freeman,1441
Jackie Chan,18767
Willem Dafoe,1268
James Franco,559
Willem Dafoe,559
Robert Duvall,1950
Whoopi Goldberg,13352
Brian Cox,15008
James Franco,4964
Christopher Walken,2976
Danny Trejo,14547
Keith David,14547
Jackie Chan,11205
Stellan Skarsgård,285
Christopher Plummer,22049
Bruce Willis,14043
Ward Bond,17660
Christopher Plummer,42700
Donald Pleasence,42700
Charles Lane,27138
Dennis Hopper,27464
Gérard Depardieu,41930
Malcolm McDowell,42464
Samuel L. Jackson,3021
Bruce Willis,1571
Robin Williams,2959
John Goodman,2698
Morgan Freeman,2698
John Turturro,1858
Steve Buscemi,3563
John Wayne,26185
Jackie Chan,18763
Stellan Skarsgård,13491
Robert De Niro,2270
Morgan Freeman,31601
Max von Sydow,18650
Samuel L. Jackson,13074
Jackie Chan,5174
Max von Sydow,5174
Christopher Walken,9750
Malcolm McDowell,2082
Danny Trejo,2082
